Evoked Response
seconds	EEG
16.23	-4.67584
16.232	-4.67072
16.234	-4.67552
16.236	-4.67328
16.238	-4.67424
16.24	-4.672
16.242	-4.67456
16.244	-4.67392
16.246	-4.6704
16.248	-4.67104
16.25	-4.6736
16.252	-4.6704
16.254	-4.67776
16.256	-4.67904
16.258	-4.67616
16.26	-4.67488
16.262	-4.67552
16.264	-4.6736
16.266	-4.67424
16.268	-4.6752
16.27	-4.67456
16.271	-4.6704
16.273	-4.66976
16.275	-4.66944
16.277	-4.67232
16.279	-4.67392
16.281	-4.67328
16.283	-4.67072
16.285	-4.67168
16.287	-4.6768
16.289	-4.67744
16.291	-4.67584
16.293	-4.67232
16.295	-4.672
16.297	-4.67392
16.299	-4.67328
16.301	-4.67456
16.303	-4.68032
16.305	-4.68096
16.307	-4.67712
16.309	-4.67552
16.311	-4.67808
16.313	-4.67136
16.314	-4.67328
16.316	-4.67648
16.318	-4.6752
16.32	-4.67232
16.322	-4.67584
16.324	-4.67552
16.326	-4.6752
16.328	-4.67648
16.33	-4.67488
16.332	-4.67424
16.334	-4.672
16.336	-4.67104
16.338	-4.67296
16.34	-4.67232
16.342	-4.6768
16.344	-4.67392
16.346	-4.67232
16.348	-4.67488
16.35	-4.68
16.352	-4.67712
16.354	-4.6768
16.355	-4.67424
16.357	-4.6752
16.359	-4.67584
16.361	-4.68064
16.363	-4.67904
16.365	-4.67776
16.367	-4.6768
16.369	-4.68192
16.371	-4.68128
16.373	-4.67648
16.375	-4.67808
16.377	-4.67872
16.379	-4.67584
16.381	-4.67744
16.383	-4.67936
16.385	-4.67712
16.387	-4.67744
16.389	-4.67968
16.391	-4.6768
16.393	-4.67392
16.395	-4.67712
16.396	-4.67872
16.398	-4.67808
16.4	-4.67456
16.402	-4.6752
16.404	-4.67584
16.406	-4.67456
16.408	-4.67968
16.41	-4.67936
16.412	-4.67616
16.414	-4.67648
16.416	-4.67936
16.418	-4.67936
16.42	-4.67872
16.422	-4.68352
16.424	-4.68224
16.426	-4.67968
16.428	-4.68032
16.43	-4.68032
16.432	-4.67776
16.434	-4.67872
16.436	-4.68
16.438	-4.67936
16.439	-4.68032
16.441	-4.6784
16.443	-4.68192
16.445	-4.6848
16.447	-4.6848
16.449	-4.6832
16.451	-4.68064
16.453	-4.67712
16.455	-4.6784
16.457	-4.68
16.459	-4.67776
16.461	-4.67936
16.463	-4.68064
16.465	-4.67808
16.467	-4.67712
16.469	-4.67904
16.471	-4.67744
16.473	-4.67456
16.475	-4.68
16.477	-4.67904
16.479	-4.6752
16.48	-4.67648
16.482	-4.68
16.484	-4.67648
16.486	-4.67808
16.488	-4.67776
16.49	-4.67872
16.492	-4.67648
16.494	-4.6784
16.496	-4.68
16.498	-4.67712
16.5	-4.6736
16.502	-4.68416
16.504	-4.68128
16.506	-4.68192
16.508	-4.68352
16.51	-4.68576
16.512	-4.68096
16.514	-4.68
16.516	-4.68128
16.518	-4.68384
16.52	-4.6816
16.521	-4.6832
16.523	-4.68288
16.525	-4.68448
16.527	-4.68512
16.529	-4.68736
16.531	-4.68448
16.533	-4.68352
16.535	-4.68128
16.537	-4.68064
16.539	-4.67872
16.541	-4.68128
16.543	-4.68608
16.545	-4.68288
16.547	-4.68224
16.549	-4.68064
16.551	-4.6768
16.553	-4.67712
16.555	-4.68096
16.557	-4.68
16.559	-4.67968
16.561	-4.67904
16.563	-4.67872
16.564	-4.67744
16.566	-4.67936
16.568	-4.67968
16.57	-4.68224
16.572	-4.67872
16.574	-4.6816
16.576	-4.6784
16.578	-4.67744
16.58	-4.67968
16.582	-4.68448
16.584	-4.68064
16.586	-4.68032
16.588	-4.68224
16.59	-4.6816
16.592	-4.67424
16.594	-4.6784
16.596	-4.67968
16.598	-4.6752
16.6	-4.67616
16.602	-4.68128
16.604	-4.68064
16.605	-4.67904
16.607	-4.67808
16.609	-4.67616
16.611	-4.67456
16.613	-4.67488
16.615	-4.67456
16.617	-4.67616
16.619	-4.67584
16.621	-4.67776
16.623	-4.67968
16.625	-4.6768
16.627	-4.67424
16.629	-4.6736
16.631	-4.67264
16.633	-4.6704
16.635	-4.67104
16.637	-4.6752
16.639	-4.67424
16.641	-4.67648
16.643	-4.68224
16.645	-4.67744
16.646	-4.67648
16.648	-4.67552
16.65	-4.67808
16.652	-4.67392
16.654	-4.67616
16.656	-4.67712
16.658	-4.67808
16.66	-4.67776
16.662	-4.67936
16.664	-4.67872
16.666	-4.6816
16.668	-4.68096
16.67	-4.67648
16.672	-4.67584
16.674	-4.67648
16.676	-4.67648
16.678	-4.67584
16.68	-4.67616
16.682	-4.6784
16.684	-4.67968
16.686	-4.67776
16.688	-4.67712
16.689	-4.67776
16.691	-4.67232
16.693	-4.67104
16.695	-4.67232
16.697	-4.67136
16.699	-4.6736
16.701	-4.67488
16.703	-4.6736
16.705	-4.67488
16.707	-4.67456
16.709	-4.6736
16.711	-4.67488
16.713	-4.67232
16.715	-4.6704
16.717	-4.67392
16.719	-4.67232
16.721	-4.66944
16.723	-4.66976
16.725	-4.6704
16.727	-4.67392
16.729	-4.672
16.73	-4.67328
16.732	-4.67264
16.734	-4.67168
16.736	-4.67104
16.738	-4.67168
16.74	-4.67456
16.742	-4.67904
16.744	-4.67648
16.746	-4.67584
16.748	-4.67712
16.75	-4.67744
16.752	-4.67712
16.754	-4.67552
16.756	-4.6768
16.758	-4.67584
16.76	-4.67616
16.762	-4.67712
16.764	-4.67648
16.766	-4.68032
16.768	-4.68064
16.77	-4.67936
16.771	-4.67648
16.773	-4.67776
16.775	-4.67616
16.777	-4.67776
16.779	-4.67264
16.781	-4.67776
16.783	-4.68064
16.785	-4.67392
16.787	-4.67744
16.789	-4.67776
16.791	-4.67584
16.793	-4.6688
16.795	-4.67232
16.797	-4.67136
16.799	-4.67168
16.801	-4.67072
16.803	-4.67168
16.805	-4.67328
16.807	-4.67392
16.809	-4.672
16.811	-4.67232
16.813	-4.6704
16.814	-4.67136
16.816	-4.67168
16.818	-4.67168
16.82	-4.67136
16.822	-4.6736
16.824	-4.672
16.826	-4.67264
16.828	-4.67136
16.83	-4.67456
16.832	-4.66816
16.834	-4.66592
16.836	-4.66976
16.838	-4.66976
16.84	-4.66784
16.842	-4.6688
16.844	-4.67008
16.846	-4.6704
16.848	-4.66976
16.85	-4.67072
16.852	-4.6688
16.854	-4.66784
16.855	-4.67104
16.857	-4.6704
16.859	-4.67136
16.861	-4.67488
16.863	-4.67424
16.865	-4.67232
16.867	-4.67136
16.869	-4.67264
16.871	-4.67264
16.873	-4.67072
16.875	-4.67232
16.877	-4.6752
16.879	-4.67456
16.881	-4.67552
16.883	-4.67776
16.885	-4.68
16.887	-4.67872
16.889	-4.6784
16.891	-4.6784
16.893	-4.67584
16.895	-4.67648
16.896	-4.67776
16.898	-4.67264
16.9	-4.67392
16.902	-4.67968
16.904	-4.6768
16.906	-4.67776
16.908	-4.6784
16.91	-4.6784
16.912	-4.67328
16.914	-4.6768
16.916	-4.67552
16.918	-4.67584
16.92	-4.672
16.922	-4.67744
16.924	-4.6768
16.926	-4.67392
16.928	-4.67904
16.93	-4.67904
16.932	-4.67296
16.934	-4.67616
16.936	-4.67584
16.938	-4.6736
16.939	-4.66656
16.941	-4.67264
16.943	-4.67712
16.945	-4.67904
16.947	-4.68096
16.949	-4.68032
16.951	-4.68
16.953	-4.67808
16.955	-4.6768
16.957	-4.6768
16.959	-4.67744
16.961	-4.672
16.963	-4.67424
16.965	-4.67712
16.967	-4.67424
16.969	-4.67392
16.971	-4.67232
16.973	-4.66976
16.975	-4.67296
16.977	-4.67296
16.979	-4.67296
16.98	-4.67104
16.982	-4.67616
16.984	-4.67776
16.986	-4.6752
16.988	-4.67328
16.99	-4.67424
16.992	-4.67168
16.994	-4.67136
16.996	-4.67104
16.998	-4.67136
17	-4.67264
17.002	-4.67584
17.004	-4.67712
17.006	-4.67488
17.008	-4.67104
17.01	-4.6752
17.012	-4.67104
17.014	-4.67136
17.016	-4.6736
17.018	-4.67712
17.02	-4.67552
17.021	-4.67808
17.023	-4.6784
17.025	-4.67808
17.027	-4.67904
17.029	-4.67872
17.031	-4.67616
17.033	-4.67872
17.035	-4.68224
17.037	-4.67968
17.039	-4.6784
17.041	-4.67936
17.043	-4.68
17.045	-4.6832
17.047	-4.68448
17.049	-4.6848
17.051	-4.6816
17.053	-4.68096
17.055	-4.68256
17.057	-4.6816
17.059	-4.67968
17.061	-4.67872
17.063	-4.68192
17.064	-4.68096
17.066	-4.68256
17.068	-4.68064
17.07	-4.67936
17.072	-4.67648
17.074	-4.67776
17.076	-4.67872
17.078	-4.68
17.08	-4.6784
17.082	-4.68
17.084	-4.67968
17.086	-4.67968
17.088	-4.67936
17.09	-4.68
17.092	-4.67616
17.094	-4.67872
17.096	-4.67936
17.098	-4.6768
17.1	-4.67744
17.102	-4.68032
17.104	-4.67808
17.105	-4.6832
17.107	-4.68096
17.109	-4.68
17.111	-4.67872
17.113	-4.6784
17.115	-4.67904
17.117	-4.6768
17.119	-4.67904
17.121	-4.67936
17.123	-4.67744
17.125	-4.67776
17.127	-4.67808
17.129	-4.67872
17.131	-4.67584
17.133	-4.67328
17.135	-4.67488
17.137	-4.67328
17.139	-4.6752
17.141	-4.6768
17.143	-4.68032
17.145	-4.6752
17.146	-4.68128
17.148	-4.68352
17.15	-4.67904
17.152	-4.6736
17.154	-4.67712
17.156	-4.67936
17.158	-4.67456
17.16	-4.67392
17.162	-4.68128
17.164	-4.67744
17.166	-4.67584
17.168	-4.67616
17.17	-4.6784
17.172	-4.6768
17.174	-4.67936
17.176	-4.67968
17.178	-4.67936
17.18	-4.67808
17.182	-4.6816
17.184	-4.68288
17.186	-4.68192
17.188	-4.67936
17.189	-4.67648
17.191	-4.67712
17.193	-4.6784
17.195	-4.67968
17.197	-4.67968
17.199	-4.67808
17.201	-4.67712
17.203	-4.67872
17.205	-4.67616
17.207	-4.67552
17.209	-4.67488
17.211	-4.672
17.213	-4.672
17.215	-4.672
17.217	-4.67296
17.219	-4.67392
17.221	-4.67392
17.223	-4.67584
17.225	-4.67456
17.227	-4.67328
17.229	-4.6752
17.23	-4.67456
17.232	-4.67328
17.234	-4.67616
17.236	-4.67392
17.238	-4.67328
17.24	-4.67488
17.242	-4.67616
17.244	-4.67424
17.246	-4.67456
17.248	-4.67584
17.25	-4.67808
17.252	-4.67424
17.254	-4.67328
17.256	-4.6736
17.258	-4.67456
17.26	-4.67648
17.262	-4.67968
17.264	-4.67936
17.266	-4.68
17.268	-4.67936
17.27	-4.6768
17.271	-4.67584
17.273	-4.67552
17.275	-4.6768
17.277	-4.6768
17.279	-4.67232
17.281	-4.67232
17.283	-4.6768
17.285	-4.67648
17.287	-4.67648
17.289	-4.67584
17.291	-4.67584
17.293	-4.67648
17.295	-4.67808
17.297	-4.67712
17.299	-4.67456
17.301	-4.67936
17.303	-4.68032
17.305	-4.67712
17.307	-4.6752
17.309	-4.67584
17.311	-4.67392
17.313	-4.67488
17.314	-4.67616
17.316	-4.67744
17.318	-4.67712
17.32	-4.67744
17.322	-4.67936
17.324	-4.67744
17.326	-4.67904
17.328	-4.67904
17.33	-4.68096
17.332	-4.67776
17.334	-4.67904
17.336	-4.67872
17.338	-4.6784
17.34	-4.67264
17.342	-4.67744
17.344	-4.6768
17.346	-4.6784
17.348	-4.68064
17.35	-4.67872
17.352	-4.6752
17.354	-4.67936
17.355	-4.6752
17.357	-4.67392
17.359	-4.67328
17.361	-4.67808
17.363	-4.67712
17.365	-4.67456
17.367	-4.67456
17.369	-4.67424
17.371	-4.67328
17.373	-4.67392
17.375	-4.67232
17.377	-4.67008
17.379	-4.67232
17.381	-4.67456
17.383	-4.67328
17.385	-4.67104
17.387	-4.672
17.389	-4.67424
17.391	-4.67456
17.393	-4.67072
17.395	-4.67072
17.396	-4.67104
17.398	-4.66912
17.4	-4.67264
17.402	-4.67648
17.404	-4.67584
17.406	-4.67904
17.408	-4.6768
17.41	-4.67424
17.412	-4.672
17.414	-4.67488
17.416	-4.67392
17.418	-4.67296
17.42	-4.67264
17.422	-4.67744
17.424	-4.67232
17.426	-4.67232
17.428	-4.67776
17.43	-4.67584
17.432	-4.67424
17.434	-4.67136
17.436	-4.6736
17.438	-4.67424
17.439	-4.67168
17.441	-4.67296
17.443	-4.6752
17.445	-4.67488
17.447	-4.67584
17.449	-4.67648
17.451	-4.67136
17.453	-4.67136
17.455	-4.67072
17.457	-4.67488
17.459	-4.67616
17.461	-4.6752
17.463	-4.67904
17.465	-4.67968
17.467	-4.67904
17.469	-4.67904
17.471	-4.67936
17.473	-4.6784
17.475	-4.6768
17.477	-4.67584
17.479	-4.6768
17.48	-4.67904
17.482	-4.68416
17.484	-4.68032
17.486	-4.67968
17.488	-4.6816
17.49	-4.68096
17.492	-4.67584
17.494	-4.67488
17.496	-4.6752
17.498	-4.67616
17.5	-4.67744
17.502	-4.68224
17.504	-4.68224
17.506	-4.68224
17.508	-4.68064
17.51	-4.68096
17.512	-4.67776
17.514	-4.67648
17.516	-4.67392
17.518	-4.67872
17.52	-4.67968
17.521	-4.68352
17.523	-4.68224
17.525	-4.68032
17.527	-4.68224
17.529	-4.68288
17.531	-4.67968
17.533	-4.67776
17.535	-4.67744
17.537	-4.67936
17.539	-4.67744
17.541	-4.68064
17.543	-4.68064
17.545	-4.67872
17.547	-4.68
17.549	-4.68256
17.551	-4.67776
17.553	-4.68
17.555	-4.67904
17.557	-4.67936
17.559	-4.67648
17.561	-4.67936
17.563	-4.68384
17.564	-4.67872
17.566	-4.68064
17.568	-4.6816
17.57	-4.68256
17.572	-4.67872
17.574	-4.68032
17.576	-4.67872
17.578	-4.6784
17.58	-4.67936
17.582	-4.68224
17.584	-4.68096
17.586	-4.67872
17.588	-4.68
17.59	-4.68192
17.592	-4.67872
17.594	-4.67712
17.596	-4.67968
17.598	-4.67936
